import time: self [us] | cumulative | imported package
import time:       367 |        367 |             scipy.integrate.quadpack
import time:       427 |        427 |             scipy.stats._finite_differences
import time:       308 |        308 |             scipy.stats._constants
import time:       443 |        443 |             scipy.stats._censored_data
import time:      2025 |      30313 |           scipy.stats._distn_infrastructure
import time:       353 |        353 |                     scipy.interpolate._fitpack
import time:       327 |        327 |                     scipy.interpolate._dfitpack
import time:       988 |       1667 |                   scipy.interpolate._fitpack_impl
import time:       419 |        419 |                     scipy.interpolate._dierckx
import time:      2007 |       2425 |                   scipy.interpolate._bsplines
import time:      2733 |       6824 |                 scipy.interpolate._fitpack_py
import time:       844 |        844 |                 scipy.interpolate._polyint
import time:       431 |        431 |                 scipy.interpolate._ppoly
import time:       500 |        500 |                 scipy.interpolate._interpnd
import time:      1662 |      10259 |               scipy.interpolate._interpolate
import time:      3967 |       3967 |               scipy.interpolate._fitpack2
import time:       850 |        850 |               scipy.interpolate._rbf
import time:       256 |        256 |                   scipy.interpolate._rbfinterp_common
import time:       490 |        490 |                   scipy.interpolate._rbfinterp_pythran
import time:       352 |       1097 |                 scipy.interpolate._rbfinterp_np
import time:       346 |        346 |                 scipy.interpolate._rbfinterp_xp
import time:      1022 |       2464 |               scipy.interpolate._rbfinterp
import time:      1838 |       1838 |               scipy.interpolate._cubic
import time:       441 |        441 |               scipy.interpolate._ndgriddata
import time:      1827 |       1827 |               scipy.interpolate._fitpack_repro
import time:       374 |        374 |               scipy.interpolate._pade
import time:       351 |        351 |                 scipy.interpolate._rgi_cython
import time:       783 |        783 |                 scipy.interpolate._ndbspline
import time:      1012 |       2145 |               scipy.interpolate._rgi
import time:       452 |        452 |               scipy.interpolate._bary_rational
import time:       288 |        288 |               scipy.interpolate.fitpack
import time:       214 |        214 |               scipy.interpolate.fitpack2
import time:       336 |        336 |               scipy.interpolate.interpolate
import time:       360 |        360 |               scipy.interpolate.ndgriddata
import time:       221 |        221 |               scipy.interpolate.polyint
import time:       211 |        211 |               scipy.interpolate.rbf
import time:       241 |        241 |               scipy.interpolate.interpnd
import time:       730 |      27208 |             scipy.interpolate
import time:      1667 |       1667 |               scipy.special.cython_special
import time:       584 |       2251 |             scipy.stats._stats
import time:       698 |        698 |             scipy.stats._tukeylambda_stats
import time:       399 |        399 |             scipy.stats._ksstats
import time:     32528 |      63081 |           scipy.stats._continuous_distns
